OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount
19305,2023-06-16,1003,42,1,190.44,0.15,161.874
19306,2023-03-01,1982,47,1,417.03,0.05,396.17849999999993
19307,2024-04-04,1511,87,2,351.83,0.0,703.66
19308,2023-05-24,204,28,1,101.08,0.05,96.026
19309,2024-02-17,1136,105,3,146.92,0.0,440.76
19310,2024-02-26,325,13,1,84.41,0.0,84.41
19311,2024-11-18,1983,114,2,257.8,0.0,515.6
19312,2023-05-14,1282,25,4,109.1,0.15,370.94
19313,2024-09-02,950,7,4,87.8,0.0,351.2
19314,2023-05-21,1552,66,1,88.61,0.15,75.3185
19315,2023-12-19,951,80,4,140.28,0.05,533.064
19316,2023-01-20,1374,58,3,406.42,0.05,1158.297
19317,2024-07-22,939,66,4,469.76,0.15,1597.184
19318,2023-04-05,957,36,4,497.97,0.05,1892.286
19319,2024-05-18,1702,2,3,29.74,0.1,80.298
19320,2024-10-02,1837,113,2,288.76,0.05,548.644
19321,2024-04-30,894,38,4,140.56,0.1,506.016
19322,2024-01-29,435,74,4,494.57,0.05,1879.366
19323,2023-02-18,1450,14,4,492.32,0.05,1870.8159999999998
19324,2023-06-14,1304,27,2,467.71,0.0,935.42
19325,2024-08-01,371,15,1,16.97,0.1,15.273
19326,2024-09-08,1694,85,1,85.72,0.15,72.862
19327,2023-03-10,933,12,2,280.7,0.0,561.4
19328,2023-09-27,249,115,3,101.77,0.1,274.779
19329,2023-01-24,891,43,1,428.88,0.0,428.88
19330,2024-02-11,181,97,2,352.87,,705.74
19331,2024-06-20,703,57,2,100.2,0.0,200.4
19332,2024-11-21,999,104,3,411.02,0.15,1048.1009999999999
19333,2024-06-30,1675,86,2,254.15,,508.3
19334,2023-09-27,78,102,1,357.76,0.15,304.096
19335,2023-03-10,919,108,1,78.52,0.15,66.74199999999999
19336,2023-07-19,885,116,2,263.75,0.1,474.75
19337,2023-07-23,336,48,2,390.41,0.05,741.779
19338,2023-07-27,50,61,3,179.34,0.0,538.02
19339,2024-04-09,85,82,3,101.54,0.15,258.927
19340,2023-08-26,1719,44,4,323.34,,1293.36
19341,2023-04-02,695,52,2,325.59,0.1,586.062
19342,2023-05-16,4,62,4,110.13,0.0,440.52
19343,2023-11-18,993,2,4,43.98,0.0,175.92
19344,2024-01-02,1974,93,4,91.56,0.1,329.61600000000004
19345,2023-06-25,317,71,4,145.01,0.0,580.04
19346,2023-07-27,1135,31,1,27.78,0.05,26.391
19347,2023-12-20,1358,105,3,462.14,0.05,1317.099
19348,2024-02-15,1875,82,2,122.95,0.0,245.9
19349,2023-04-22,763,73,3,372.07,0.0,1116.21
19350,2024-04-23,1157,72,3,213.18,0.1,575.586
19351,2024-07-11,612,33,3,255.97,,767.91
19352,2023-03-23,1005,5,3,273.1,0.15,696.4050000000001
19353,2024-04-20,914,112,3,388.67,0.15,991.1084999999999
19354,2023-01-11,1708,78,3,396.08,,1188.24
19355,2023-07-29,799,58,1,79.22,0.0,79.22
19356,2023-06-18,119,77,3,158.64,0.15,404.532
19357,2024-11-25,350,11,2,290.79,0.05,552.501
19358,2023-04-15,917,84,2,171.9,0.1,309.42
19359,2023-03-22,687,23,4,75.07,,300.28
19360,2024-09-09,542,45,4,210.13,0.15,714.442
19361,2023-06-17,1079,27,3,117.03,,351.09000000000003
19362,2023-01-01,361,79,4,80.3,0.0,321.2
19363,2024-01-24,708,94,4,158.97,0.15,540.4979999999999
19364,2023-04-26,1477,56,3,156.85,,470.54999999999995
19365,2023-08-13,1577,59,4,57.63,0.15,195.942
19366,2024-03-08,685,80,2,296.22,0.15,503.574
19367,2023-09-01,330,109,3,,0.15,418.2765
19368,2024-06-09,219,40,2,94.91,,189.82
19369,2024-11-16,208,18,2,411.11,0.1,739.998
19370,2023-11-22,1694,51,1,11.26,0.1,10.134
19371,2023-05-16,845,61,1,232.6,,232.6
19372,2024-04-23,1764,111,4,223.12,0.05,847.856
19373,2024-05-22,85,106,2,338.86,0.0,677.72
19374,2024-07-13,685,23,4,200.81,,803.24
19375,2024-08-10,245,36,3,261.23,0.05,744.5055
19376,2023-12-20,872,38,2,455.14,,910.28
19377,2024-01-21,1023,72,4,92.46,0.0,369.84
19378,2023-05-05,1709,56,2,61.7,,123.4
19379,2023-07-14,1359,39,4,375.91,0.15,1278.094
19380,2023-08-12,1236,93,3,374.02,,1122.06
19381,2024-04-03,596,76,1,460.63,0.05,437.5985
19382,2023-03-18,685,82,2,491.75,,983.5
19383,2024-11-14,1207,114,4,198.35,0.1,714.06
19384,2024-07-12,1979,83,1,194.94,,194.94
19385,2023-10-31,1157,100,3,453.28,0.05,1291.848
19386,2023-11-11,1014,97,1,431.75,,431.75
19387,2023-09-28,1014,69,3,193.97,0.1,523.7189999999999
19388,2024-08-29,1916,103,4,47.39,,189.56
19389,2023-02-20,1824,28,3,294.8,0.0,884.4000000000001
19390,2023-06-22,1798,90,1,141.66,0.1,127.494
19391,2024-08-15,350,107,4,455.21,0.0,1820.84
19392,2023-11-27,282,21,4,405.0,0.1,1458.0
19393,2023-02-18,293,62,2,451.48,0.05,857.812
19394,2023-05-25,1293,23,4,49.65,,198.6
19395,2024-02-10,1885,21,4,433.66,,1734.64
19396,2023-10-29,1221,75,4,300.61,0.0,1202.44
19397,2024-06-06,1561,106,2,115.56,0.1,208.008
19398,2023-02-14,1677,120,3,157.62,0.05,449.217
19399,2023-04-07,984,103,1,233.75,0.1,210.375
19400,2024-03-17,1759,16,4,317.55,0.15,1079.67
19401,2023-10-10,20,62,1,124.04,0.0,124.04
19402,2023-10-19,759,97,1,111.45,0.1,100.305
19403,2023-02-24,1864,91,4,447.16,0.0,1788.64
19404,2023-08-31,1980,65,1,424.16,0.15,360.536
19405,2024-04-07,1737,108,3,385.72,0.1,1041.4440000000002
19406,2023-07-29,405,80,1,382.84,0.1,344.556
19407,2024-11-29,1139,5,1,385.33,0.0,385.33
19408,2023-09-14,1919,46,2,462.81,0.15,786.7769999999999
19409,2023-04-15,701,64,3,423.42,0.05,1206.7469999999998
19410,2024-02-12,980,82,1,200.4,,200.4
19411,2024-04-26,1999,41,4,240.94,0.0,963.76
19412,2024-07-01,26,98,1,306.24,0.0,306.24
19413,2023-04-21,566,44,4,243.04,,972.16
19414,2023-05-26,1706,89,3,155.5,0.1,419.85
19415,2024-04-19,395,106,3,431.96,0.0,1295.8799999999999
19416,2024-05-26,1957,98,2,403.69,0.05,767.011
19417,2024-11-14,1001,15,4,201.03,0.15,683.502
19418,2024-06-09,1405,68,4,66.19,0.1,238.284
19419,2023-06-24,523,51,3,12.39,0.0,37.17
19420,2023-07-11,1563,54,4,55.3,0.05,210.14
19421,2023-03-18,862,68,4,85.82,,343.28
19422,2023-01-15,1107,89,1,332.32,0.1,299.088
19423,2023-06-15,802,105,2,117.61,0.05,223.45899999999997
19424,2024-10-16,550,77,1,321.06,0.0,321.06
19425,2023-04-05,1469,42,3,170.88,,512.64
19426,2024-05-18,87,46,4,448.58,0.0,1794.32
19427,2024-08-26,1973,25,4,239.85,0.15,815.49
19428,2024-07-03,833,67,3,339.7,0.0,1019.0999999999999
19429,2023-07-06,387,35,4,235.86,,943.44
19430,2023-04-15,963,116,3,457.14,0.15,1165.707
19431,2024-10-05,668,112,2,346.83,0.15,589.611
19432,2023-07-18,1422,73,4,324.66,0.1,1168.776
19433,2023-09-25,1844,78,1,300.23,0.0,300.23
19434,2024-06-15,286,22,1,494.42,0.1,444.978
19435,2024-03-05,698,112,2,345.53,,691.06
19436,2023-06-25,1718,9,3,379.53,0.1,1024.731
19437,2024-08-09,965,24,4,50.04,0.1,180.144
19438,2024-07-13,369,23,4,408.97,,1635.88
19439,2023-12-15,655,61,1,302.39,0.15,257.0315
19440,2024-05-18,1446,37,3,174.96,0.0,524.88
19441,2024-09-13,1742,45,3,295.03,0.1,796.5809999999999
19442,2024-03-24,654,15,4,316.52,0.05,1202.7759999999998
19443,2023-08-28,697,57,4,137.49,0.15,467.466
19444,2024-03-12,1467,100,1,224.16,0.1,201.744
19445,2023-08-26,1777,14,3,363.46,0.05,1035.8609999999999
19446,2024-07-06,1544,52,4,120.67,,482.68
19447,2023-09-06,1024,120,4,419.7,0.1,1510.92
19448,2023-04-28,1608,84,1,47.99,0.0,47.99
19449,2024-06-11,915,103,1,294.8,0.15,250.58
19450,2023-07-01,288,36,4,196.05,0.1,705.7800000000001
19451,2024-07-10,95,27,2,36.12,0.0,72.24
19452,2024-11-28,669,17,1,389.5,0.1,350.55
19453,2023-11-23,41,90,4,277.81,0.05,1055.6779999999999
19454,2024-02-23,331,41,2,360.51,0.15,612.867
19455,2023-01-30,1837,4,4,196.26,0.0,785.04
19456,2023-12-13,1805,3,3,431.21,0.0,1293.6299999999999
19457,2023-08-23,1179,19,2,51.02,,102.04
19458,2024-08-09,504,41,3,124.34,0.15,317.06699999999995
19459,2024-04-05,275,40,4,399.36,0.1,1437.6960000000001
19460,2023-01-24,1690,58,2,477.79,0.05,907.801
19461,2024-05-19,1589,39,3,424.76,0.1,1146.852
19462,2024-08-25,179,7,1,123.12,0.05,116.964
19463,2024-07-11,1957,36,2,180.78,,361.56
19464,2024-10-13,1776,83,1,385.09,0.0,385.09
19465,2024-03-14,137,76,1,473.67,0.05,449.9865
19466,2024-02-17,767,20,3,151.73,0.0,455.18999999999994
19467,2024-11-28,988,102,4,199.31,0.0,797.24
19468,2023-05-02,1760,76,3,21.21,0.1,57.267
19469,2024-04-09,1204,29,4,257.16,0.05,977.2080000000001
19470,2024-05-04,1206,94,3,53.2,0.05,151.62
19471,2023-03-04,1283,84,3,51.94,0.0,155.82
19472,2024-02-17,243,68,2,383.04,0.05,727.776
19473,2024-05-23,1120,66,4,178.52,0.15,606.9680000000001
19474,2023-08-30,197,47,1,468.46,,468.46
19475,2024-02-19,1928,94,4,360.88,0.15,1226.992
19476,2024-06-14,526,23,4,154.43,0.1,555.9480000000001
19477,2023-05-31,632,6,3,344.12,0.1,929.1240000000001
19478,2023-01-16,1411,18,1,434.14,0.15,369.019
19479,2024-01-09,408,53,2,223.66,,447.32
19480,2023-01-03,1293,22,3,285.27,0.05,813.0194999999999
19481,2024-01-21,1195,101,2,116.57,,233.14
19482,2024-07-07,1949,68,2,207.08,,414.16
19483,2023-05-28,1608,107,4,293.73,0.05,1116.174
19484,2023-03-28,691,75,1,311.58,0.05,296.001
19485,2024-11-05,170,105,4,362.82,0.05,1378.716
19486,2023-06-25,159,35,1,479.1,0.05,455.145
19487,2023-07-04,1533,75,2,420.88,0.0,841.76
19488,2023-08-18,447,98,4,427.28,0.15,1452.752
19489,2024-10-06,1690,9,2,283.18,0.0,566.36
19490,2023-12-24,1938,31,3,80.65,0.15,205.6575
19491,2023-12-02,1018,120,1,321.39,0.15,273.18149999999997
19492,2024-11-21,1106,106,2,209.07,0.15,355.419
19493,2023-06-13,1081,96,2,25.6,,51.2
19494,2023-03-30,1543,43,1,105.48,0.15,89.658
19495,2024-02-07,112,99,2,381.95,0.05,725.7049999999999
19496,2024-11-26,48,113,3,319.19,,957.5699999999999
19497,2024-11-06,1616,75,2,489.43,,978.86
19498,2024-01-10,1911,17,2,462.49,0.0,924.98
19499,2023-01-16,376,51,1,301.19,0.1,271.071
19500,2023-12-10,828,100,1,85.92,,85.92
19501,2024-07-06,33,66,3,174.81,0.05,498.2085
19502,2024-04-03,504,24,2,124.18,,248.36
19503,2023-04-18,627,110,4,240.55,0.0,962.2
19504,2023-09-29,1920,15,3,402.28,,1206.84
19505,2024-02-19,1027,28,4,412.71,0.1,1485.7559999999999
19506,2024-08-06,1510,3,2,97.25,0.15,165.325
19507,2023-06-03,1540,29,2,279.05,,558.1
19508,2023-03-16,1892,52,1,341.6,0.0,341.6
19509,2024-06-19,1796,54,3,204.35,0.1,551.745
19510,2024-10-28,42,58,4,453.66,0.15,1542.444
19511,2023-06-28,9,45,2,185.92,,371.84
19512,2023-03-16,1000,118,2,250.17,0.05,475.323
19513,2024-08-07,819,77,1,297.55,,297.55
19514,2023-05-23,657,50,1,219.4,0.05,208.43
19515,2023-12-02,1937,22,1,482.18,0.0,482.18
19516,2024-08-04,1633,52,3,382.63,0.15,975.7064999999999
19517,2024-02-12,1812,53,3,416.25,,1248.75
19518,2024-04-12,1166,31,2,378.79,0.15,643.943
19519,2024-08-31,790,71,4,298.17,0.05,1133.046
19520,2023-02-10,1460,119,3,23.8,0.1,64.26
19521,2024-07-24,1051,112,1,384.72,0.0,384.72
19522,2024-08-27,1067,48,1,310.22,,310.22
19523,2024-07-01,1155,118,3,49.56,0.1,133.812
19524,2024-11-29,1240,90,2,68.11,0.0,136.22
19525,2023-10-02,1630,31,2,245.78,0.05,466.98199999999997
19526,2023-08-29,1544,102,2,427.89,0.0,855.78
19527,2024-03-16,598,102,2,281.34,0.15,478.27799999999996
19528,2024-09-30,1369,4,1,460.61,0.05,437.5795
19529,2024-09-15,1532,35,3,409.67,0.0,1229.01
19530,2024-07-08,1674,97,1,319.08,0.15,271.21799999999996
19531,2023-10-23,1905,67,4,163.55,0.15,556.07
19532,2024-07-13,1437,64,2,427.84,,855.68
19533,2023-01-17,936,83,2,333.0,,666.0
19534,2023-06-12,1270,9,4,280.86,0.0,1123.44
19535,2023-05-10,1473,46,4,255.31,0.15,868.054
19536,2023-02-08,1012,83,1,114.28,0.1,102.852
19537,2023-12-05,21,56,4,17.71,0.15,60.214
19538,2023-02-04,999,56,2,361.09,0.05,686.0709999999999
19539,2024-09-11,1432,83,4,460.61,0.0,1842.44
19540,2023-08-24,457,26,1,99.99,0.0,99.99
19541,2024-11-09,1468,60,4,468.01,,1872.04
19542,2024-07-09,1014,77,4,45.24,0.15,153.816
19543,2024-03-19,1946,86,1,280.71,,280.71
19544,2024-09-04,265,112,1,66.62,0.15,56.627
19545,2023-09-14,1684,72,1,445.66,0.0,445.66
19546,2024-06-03,184,88,2,60.59,0.05,115.121
19547,2023-10-26,227,90,2,133.02,0.05,252.738
19548,2024-10-25,1828,48,4,404.91,0.05,1538.6580000000001
19549,2023-05-14,1572,58,2,347.36,0.0,694.72
19550,2023-11-02,1270,105,3,200.18,,600.54
19551,2024-09-12,1097,105,1,420.02,0.15,357.017
19552,2023-12-12,1174,63,3,321.49,,964.47
19553,2024-09-16,1537,120,1,137.29,0.0,137.29
19554,2024-06-08,1093,119,4,372.73,,1490.92
19555,2024-07-20,969,58,1,173.2,0.1,155.88
19556,2024-10-06,805,3,2,409.71,0.15,696.507
19557,2023-03-09,1254,7,4,392.98,0.0,1571.92
19558,2024-10-24,723,52,1,161.17,0.1,145.053
19559,2023-03-28,1096,114,4,60.79,,243.16
19560,2023-10-18,1002,62,4,412.19,0.05,1566.322
19561,2023-12-22,875,120,4,188.58,,754.32
19562,2024-04-07,1632,2,3,169.41,0.0,508.23
19563,2024-10-03,1421,33,2,18.91,0.05,35.929
19564,2024-07-12,84,12,4,365.68,,1462.72
19565,2024-06-03,740,48,2,144.29,0.0,288.58
19566,2024-04-13,1323,76,1,223.58,0.1,201.222
19567,2023-02-06,1772,53,4,450.9,0.1,1623.24
19568,2024-11-01,1317,74,2,71.4,0.05,135.66
19569,2024-03-27,1758,41,4,28.64,,114.56
19570,2023-04-04,1994,117,3,284.65,0.1,768.555
19571,2024-01-01,223,91,1,352.93,,352.93
19572,2023-07-03,793,82,3,268.8,0.1,725.7600000000001
19573,2023-08-29,733,58,4,176.39,0.0,705.56
19574,2024-07-11,1240,68,2,187.1,0.05,355.48999999999995
19575,2024-02-16,1255,104,4,83.33,0.05,316.654
19576,2024-04-03,405,23,4,162.74,0.15,553.316
19577,2024-02-04,1193,85,4,381.85,0.1,1374.66
19578,2024-05-04,329,36,3,254.58,0.1,687.366
19579,2023-07-20,426,94,3,446.47,0.15,1138.4985000000001
19580,2024-07-06,1578,112,2,92.32,,184.64
19581,2024-11-03,770,85,1,226.79,0.05,215.45049999999998
19582,2023-07-11,1220,87,1,353.79,0.05,336.1005
19583,2023-01-27,1928,21,2,143.42,0.05,272.498
19584,2024-09-22,608,72,4,140.75,0.0,563.0
19585,2024-04-07,1853,103,1,61.74,,61.74
19586,2023-10-09,526,55,3,447.54,0.15,1141.227
19587,2024-01-25,625,56,2,94.54,0.05,179.626
19588,2023-03-21,77,13,2,485.36,0.1,873.648
19589,2024-09-20,1301,104,4,229.93,0.1,827.748
19590,2023-03-07,920,22,1,491.07,,491.07
19591,2024-10-04,946,7,1,,0.0,29.77
19592,2024-11-10,466,24,4,287.88,0.15,978.7919999999999
19593,2024-04-17,1965,61,2,348.51,0.05,662.169
19594,2024-05-21,1472,5,2,263.01,0.15,447.11699999999996
19595,2024-09-17,1344,50,2,289.35,0.15,491.89500000000004
19596,2024-06-28,1946,62,2,273.82,0.1,492.876
19597,2024-05-19,1184,55,3,83.23,0.0,249.69
19598,2024-01-29,492,26,3,270.63,0.05,771.2955
19599,2024-07-08,313,115,2,275.45,0.1,495.81
19600,2023-06-03,1655,10,2,184.23,0.1,331.614
19601,2024-09-30,1973,11,2,307.67,0.1,553.806
19602,2024-08-11,1185,40,3,211.83,0.1,571.941
19603,2024-03-22,308,102,4,380.03,0.15,1292.1019999999999
19604,2024-06-01,1887,11,1,28.72,0.0,28.72
19605,2024-05-24,1170,112,3,14.88,0.15,37.944
19606,2023-06-07,1699,94,2,266.72,0.0,533.44
19607,2023-05-13,1420,4,2,494.72,0.0,989.44
19608,2023-11-24,691,2,2,228.28,0.05,433.73199999999997
19609,2024-06-12,89,77,2,15.82,0.15,26.894
19610,2024-08-13,735,39,4,165.38,,661.52
19611,2023-07-20,778,81,3,238.95,0.0,716.8499999999999
19612,2024-05-20,751,23,1,451.55,,451.55
19613,2023-02-09,1332,45,2,69.43,0.1,124.97400000000002
19614,2024-10-20,1570,74,4,462.95,0.0,1851.8
19615,2024-06-28,371,77,4,470.68,0.0,1882.72
19616,2023-11-22,451,42,2,324.07,0.15,550.919
19617,2024-11-28,167,103,2,120.34,0.0,240.68
19618,2024-06-20,392,42,1,272.99,,272.99
19619,2023-01-01,1661,29,3,410.16,0.0,1230.48
19620,2024-02-13,736,16,1,185.44,0.05,176.16799999999998
19621,2024-10-20,491,67,3,453.6,0.05,1292.7600000000002
19622,2023-07-10,925,100,4,52.59,0.15,178.806
19623,2024-11-29,1174,60,4,160.52,0.05,609.976
19624,2024-10-02,1492,4,2,496.67,0.0,993.34
19625,2023-09-01,1990,100,1,296.1,0.05,281.295
19626,2024-01-13,1725,16,1,299.27,0.1,269.343
19627,2023-02-23,1067,41,2,127.54,0.15,216.818
19628,2023-10-03,945,6,1,430.2,0.0,430.2
19629,2023-01-31,29,42,4,220.25,0.05,836.9499999999999
19630,2024-11-10,1898,57,4,398.83,0.1,1435.788
19631,2024-01-05,1656,28,2,407.24,0.05,773.756
19632,2024-02-04,1873,100,2,95.68,0.05,181.792
19633,2024-01-26,1055,23,3,255.88,0.05,729.2579999999999
19634,2024-09-26,693,76,4,198.16,0.0,792.64
19635,2023-12-06,1698,42,4,85.87,0.15,291.958
19636,2024-04-12,128,95,4,70.46,0.1,253.65599999999998
19637,2024-08-05,767,12,4,32.44,0.15,110.29599999999999
19638,2023-02-09,1318,96,4,353.96,0.15,1203.464
19639,2023-02-01,441,89,3,393.25,,1179.75
19640,2024-11-20,869,64,2,240.98,0.1,433.764
19641,2023-05-08,1412,58,2,286.32,0.0,572.64
19642,2023-06-21,1790,51,1,138.38,0.0,138.38
19643,2023-10-14,1666,29,4,360.25,,1441.0
19644,2024-07-08,524,19,4,296.14,,1184.56
19645,2023-06-30,1571,86,2,442.33,,884.66
19646,2023-12-17,1734,88,4,375.61,,1502.44
19647,2024-01-19,760,97,4,19.28,0.0,77.12
19648,2023-10-02,110,100,4,406.83,0.0,1627.32
19649,2023-09-15,1352,45,2,23.29,0.05,44.251
19650,2023-07-06,1429,104,1,408.78,0.15,347.46299999999997
19651,2024-06-20,1269,54,2,493.76,0.15,839.3919999999999
19652,2024-02-07,1786,110,4,245.63,0.15,835.1419999999999
19653,2024-04-16,1902,80,2,121.18,0.15,206.006
19654,2024-08-30,1853,66,3,14.69,0.0,44.07
19655,2024-02-08,163,72,4,83.64,0.0,334.56
19656,2023-07-20,560,13,2,256.85,,513.7
19657,2023-05-24,399,94,2,405.23,0.0,810.46
19658,2023-12-28,583,65,1,437.02,0.0,437.02
19659,2024-09-18,399,12,4,344.94,0.05,1310.772
19660,2023-10-29,1517,113,3,52.54,0.1,141.858
19661,2023-07-10,1670,71,3,495.76,,1487.28
19662,2024-10-15,239,112,4,376.08,,1504.32
19663,2023-09-10,1489,14,2,218.96,0.05,416.024
19664,2024-10-11,1604,42,3,408.7,0.1,1103.49
19665,2023-05-17,1814,99,4,298.4,0.0,1193.6
19666,2024-11-30,1056,92,3,305.36,,916.08
19667,2024-06-29,1147,76,4,485.94,0.1,1749.384
19668,2024-08-12,1558,104,3,402.55,0.15,1026.5025
19669,2023-10-03,1691,48,1,138.45,,138.45
19670,2024-02-05,110,24,4,95.83,0.1,344.988
19671,2023-08-16,1295,65,1,94.43,0.15,80.2655
19672,2023-07-19,1404,17,4,232.71,0.15,791.214
19673,2024-07-13,300,38,3,200.4,0.0,601.2
19674,2024-08-09,1651,28,3,231.85,0.1,625.995
19675,2023-04-16,1756,33,2,40.72,,81.44
19676,2023-12-15,1002,24,3,109.02,,327.06
19677,2024-02-19,1766,111,1,400.78,0.1,360.702
19678,2023-06-18,764,109,2,381.22,0.05,724.318
19679,2023-09-24,249,70,1,202.72,0.05,192.584
19680,2023-03-23,521,85,1,201.33,0.0,201.33
19681,2024-12-01,34,109,1,443.07,0.0,443.07
19682,2024-11-27,228,118,1,99.12,0.05,94.164
19683,2023-12-02,585,4,1,185.04,0.15,157.284
19684,2023-07-11,1423,33,4,384.1,0.15,1305.94
19685,2024-06-29,958,119,4,291.55,0.05,1107.89
19686,2023-12-12,813,10,2,39.53,,79.06
19687,2024-05-09,724,36,1,15.79,0.05,15.000499999999999
19688,2023-07-02,584,77,4,19.38,,77.52
19689,2023-12-18,570,100,3,331.43,,994.29
19690,2024-02-03,220,112,2,315.02,0.15,535.534
19691,2023-06-21,1395,73,4,31.81,0.15,108.154
19692,2024-08-12,787,31,3,74.66,0.15,190.38299999999998
19693,2023-06-25,1785,4,2,364.05,,728.1
19694,2024-02-18,528,84,3,161.7,,485.09999999999997
19695,2024-08-26,75,8,1,495.93,0.0,495.93
19696,2023-08-15,1642,27,3,163.12,0.05,464.892
19697,2023-08-16,136,36,1,174.49,0.15,148.3165
19698,2023-12-18,1953,9,2,215.54,0.1,387.972
19699,2024-06-26,74,43,1,415.55,0.1,373.995
19700,2024-09-14,254,24,3,283.07,,849.21
19701,2024-01-14,1042,37,1,430.05,0.0,430.05
19702,2023-04-15,1955,41,1,219.33,0.05,208.36350000000002
19703,2023-08-17,1022,104,2,308.06,,616.12
19704,2024-05-31,1067,94,1,12.26,0.05,11.646999999999998
19705,2023-04-19,50,26,4,292.02,,1168.08
19706,2024-07-27,515,4,2,49.46,0.15,84.082
19707,2024-02-05,744,116,3,104.58,0.0,313.74
19708,2024-01-14,731,1,2,498.79,0.15,847.943
19709,2024-01-10,571,20,3,322.22,0.15,821.6610000000001
19710,2023-01-27,1820,92,3,435.94,0.1,1177.038
19711,2024-10-23,1838,45,1,38.09,0.1,34.281000000000006
19712,2024-05-16,576,88,2,198.43,0.1,357.17400000000004
19713,2024-06-15,1606,92,3,432.6,0.1,1168.0200000000002
19714,2023-09-27,1327,92,4,211.28,,845.12
19715,2024-01-31,1166,69,1,134.28,,134.28
19716,2024-07-26,903,96,1,245.68,0.0,245.68
19717,2023-11-29,202,118,3,240.76,0.1,650.052
19718,2023-01-17,207,52,4,495.44,0.1,1783.584
19719,2024-09-16,415,94,1,183.71,,183.71
19720,2023-11-25,221,64,2,479.1,0.05,910.29
19721,2024-05-14,1386,21,3,456.9,0.15,1165.0949999999998
19722,2024-11-27,758,106,4,230.26,0.0,921.04
19723,2023-10-22,1105,80,3,473.04,,1419.1200000000001
19724,2023-09-25,763,72,1,367.15,,367.15
19725,2023-08-18,563,76,4,443.66,0.15,1508.444
19726,2023-01-08,1309,96,3,446.97,0.0,1340.91
19727,2023-07-18,369,25,3,51.88,,155.64000000000001
19728,2023-11-10,1516,67,3,449.44,0.1,1213.488
19729,2024-10-05,1935,26,2,249.89,0.1,449.80199999999996
19730,2024-09-30,896,100,2,322.15,,644.3
19731,2023-05-03,1370,81,2,157.25,0.05,298.775
19732,2024-11-22,204,27,2,326.3,0.05,619.97
19733,2024-06-08,1049,117,1,23.27,0.05,22.106499999999997
19734,2024-08-13,957,52,3,191.88,0.1,518.076
19735,2023-03-18,1577,63,2,318.01,0.1,572.418
19736,2023-04-26,69,86,1,106.47,0.15,90.4995
19737,2024-05-07,516,118,2,339.58,0.05,645.2019999999999
19738,2024-09-05,1516,45,1,416.15,0.15,353.72749999999996
19739,2024-05-10,240,58,4,28.3,,113.2
19740,2023-06-18,361,38,2,305.94,,611.88
19741,2023-02-18,1465,35,2,294.51,0.0,589.02
19742,2023-07-23,1055,46,3,393.22,0.0,1179.66
19743,2024-06-18,1923,71,2,351.78,0.0,703.56
19744,2023-12-08,1653,3,2,232.76,0.0,465.52
19745,2024-08-18,707,6,1,183.72,0.1,165.348
19746,2023-08-30,1626,13,3,492.97,0.15,1257.0735
19747,2023-10-03,690,46,3,255.87,0.1,690.849
19748,2023-02-08,657,79,4,209.89,,839.56
19749,2023-03-30,1980,90,1,496.57,0.05,471.7415
19750,2024-01-08,1738,112,2,98.45,0.05,187.055
19751,2023-08-04,1346,33,1,101.21,0.15,86.0285
19752,2024-02-08,344,79,2,488.47,0.15,830.399
19753,2023-11-11,1739,62,4,332.27,,1329.08
19754,2023-04-01,536,63,2,264.67,0.1,476.40600000000006
19755,2023-11-30,355,56,3,43.21,0.05,123.14849999999998
19756,2023-10-28,1495,39,4,184.37,0.1,663.7320000000001
19757,2024-04-09,928,60,2,222.33,,444.66
19758,2023-04-21,983,105,4,260.59,0.1,938.1239999999999
19759,2023-12-01,105,111,3,223.92,0.05,638.1719999999999
19760,2023-12-02,1811,78,3,224.67,,674.01
19761,2023-07-27,1346,83,1,497.47,0.1,447.723
19762,2023-04-20,1596,92,2,487.26,0.1,877.068
19763,2023-08-10,1907,24,4,52.24,0.1,188.06400000000002
19764,2023-06-27,962,50,1,92.63,0.1,83.367
19765,2024-01-10,527,105,4,471.39,0.15,1602.7259999999999
19766,2024-09-26,504,33,1,166.31,,166.31
19767,2023-08-08,1109,76,1,309.65,,309.65
19768,2024-03-05,931,74,1,400.95,0.1,360.855
19769,2024-05-02,709,7,3,240.73,0.1,649.971
19770,2024-06-21,235,46,3,18.14,0.15,46.257
19771,2023-04-10,1947,62,3,415.76,0.05,1184.916
19772,2023-09-01,1880,1,3,380.56,0.15,970.428
19773,2024-03-12,1287,79,4,30.3,0.1,109.08
19774,2024-04-03,1030,118,2,449.71,0.1,809.478
19775,2023-11-21,494,65,3,429.94,0.1,1160.838
19776,2023-02-16,1917,45,2,144.77,0.1,260.586
19777,2023-01-17,1313,84,1,49.27,0.15,41.8795
19778,2024-09-27,1594,55,2,207.56,0.1,373.608
19779,2023-09-30,1969,66,3,438.7,0.05,1250.2949999999998
19780,2023-06-03,1681,67,4,246.38,0.0,985.52
19781,2024-10-20,878,100,3,147.97,0.05,421.71449999999993
19782,2023-04-22,1578,80,4,123.57,0.1,444.852
19783,2023-10-18,1374,54,3,183.97,0.15,469.1235
19784,2023-03-31,1224,93,1,497.04,0.1,447.336
19785,2023-02-06,1960,108,4,440.43,0.15,1497.462
19786,2023-12-29,1710,100,1,278.05,0.0,278.05
19787,2023-07-01,967,63,3,406.12,,1218.3600000000001
